Species,name
TPS,Carpet shells nei
ITL,Ridged pitar venus
ITD,Royal comb venus
ITI,Lightning venus
ITT,Rostrate pitar
ITJ,Self-coloured pitar
ITS,Yellow pitar venus
IAC,Pellucid pitar venus
ITQ,Rough pitar venus
JTT,Swollen venus
IUX,
KMT,Tiar venus
TQD,Turgid venus
TQJ,Lettered venus
TBC,Belcher's venus
TWG,Gay's little venus
TVL,Hians tivela
TVM,Triangular tivela
TVT,Pismo clam
TVV,Ventricose tivela
TVB,Byron tivela
TVP,Flat tivela
TVR,Triple venus
QUZ,
TVW,Tivelas nei
VNI,Heart venus
VNG,Rigid venus
VEV,Warty venus
VUF,Plicate venus
VNU,
VEX,
KKS,Script venus
KNJ,Oriental cyclina
UTU,Mauve sunetta
UTC,Truncate sunetta
KKC,Venus clam
BCL,Butter clam
SXI,Common butter clam
XDP,Purple butter clam
XDX,Butter clams nei
PAU,Undulate venus
FAG,Rooster venus
FAT,Textile venus
FAE,Semigrooved venus
IPP,
NCL,Short neck clams nei
PTS,Pacific littleneck clam
TCL,Taca clam
ROQ,Rough littleneck
RQC,Columbian littleneck
RQG,Lesser littleneck
RQE,Brazilian comb venus
RQT,Thin-shelled littleneck
CLH,Northern quahog(=Hard clam)
EKK,Southern hardshell clam
EAX,
DOR,Dosinia clam
DNK,Dunker's dosinia
DNJ,Japanese dosinia
DSO,Ponderous dosinia
DSX,Mature dosinia
DOI,Smooth dosinia
DSZ,Dosinias nei
NWP,Fine clam
DOC,
FDW,
FDX,
IFM,Arctic surfclam
CLV,Venus clams nei
HCL,Imperial surf clam
EQR,Rugose mactra
UTL,Common otter shell
UTA,Narrow otter shell
UTM,Oblong otter shell
UTE,Elongate mactra
UOQ,
UQX,
RGQ,Common rangia
RGD,Western Mexican rangia
RIX,
TSX,Fat horse clam
TQK,Japanese horse clam
TQU,Pacific horse clam
TQZ,Pacific horse clams nei
MQC,Maidenhair mactra
MQJ,Pellucid mactra
WMC,Panamic winged mactra
WMX,
MQH,Chinese trough shell
MQN,Wedge trough shell
MQD,Discors trough shell
MTV,Globose clam
MQG,Ihering's trough shell
MAG,Smooth mactra
MQS,Isabel surf clam
MQK,Lilac trough shell
MQZ,Luzon troughshell
MQM,Maculated troughshell
MQR,Plain troughshell
MQO,Large trough shell
MQQ,Symmetrical trough shell
MKQ,Agate troughshell
MQW,Violet troughshell
MQX,Rayed trough shell
MQY,Grey rough shell
AQG,Largilliert's mactra
AQJ,Polished mactra
AQS,Rostrate mactra
AQF,Californian mactra
AQW,Concealed surf clam
MWQ,Trough shells nei
HVV,Glassy mactra
CLB,Atlantic surf clam
CLT,Stimpson's surf clam
PQQ,Equal-sized surf clam
ULV,Oval surf clam
ULO,Solid surf clam
ULT,Subtruncate surf clam
SSD,Surf clams nei
UNE,Caribbean surf clam
ZEC,
MUN,Taquilla clams
QZW,
QZX,
QHD,
MAT,Mactra surf clams nei
GKG,Giant bittersweet
GKL,Common European bittersweet
GKU,Speckled bittersweet
GKO,Black bittersweet
GCJ,Pilose bittersweet
GCV,Reeve's bittersweet
GCD,Lined bittersweet
GCC,Violet bittersweet
GCK,Two-spotted bittersweet
GKR,Scripta bittersweet
GLV,Vovan bittersweet
GJF,
UCP,Comb bittersweet
UCR,Tessellated bittersweet
YOH,Honeycomb oyster
YTQ,Wrinkled oyster
YRX,
NPQ,Spoon oyster
GLX,Common galatea clam
GKX,
DXA,Rough butterfly donax
DXC,Californian donax
DXK,Sculptured donax
DXN,Cuneate donax
DXD,Common Caribbean donax
DXE,Toothed donax
DXF,Pacific bean donax
DXI,Gracile donax
DXH,La Plata donax
DXJ,Fleshy donax
DXV,Common peruvian donax
DXT,Punctate donax
DNS,Rugose donax
DXO,Leather donax
DXQ,Half-striated donax
DNT,Striate donax
DXL,Truncate donax
DNI,Banded donax
DNE,Goolwa donax
DOG,Bean donax
DOV,Smooth donax
DNY,Lovely donax
DXX,Beautiful donax
DON,Donax clams
IFB,Giant false donax
IFT,Tall false donax
IFV,Smooth false donax
IFD,Delessert's false donax
IFR,Rostrate false donax
IFX,
FLC,Sharp razor clam
FLJ,Javanese razor clam
SQD,Cylindrical razor shell
RAE,European razor clam
SGX,Akemate razor shell
RAC,Cape razor clam
SVK,Kemp's razor shell
SVM,Malacca razor shell
SVU,Pink-spotted razor shell
SVD,Rough jackknife
SQV,Gould's razor shell
OEX,Rostrate jackknife
LNX,Grand razor shell
ONK,Lamarck's razor shell
EGN,Guinea razor shell
RAZ,Solen razor clams nei
EQK,Arched razor shell
CLR,Atl.jackknife(=Atl.razor clam)
EQE,Pod razor shell
EQH,Giant jackknife
EQI,Sword razor shell
ENY,Goree razor clam
EQX,Ensis razor clams nei
RAP,Pacific razor clam
IQA,Dall's razor clam
IQR,Sunset razor clam
IQW,Winter's razor clam
IQX,
ULN,African knife shell
UOX,
SOI,"Razor clams, knife clams nei"
CLS,Sand gaper
YTK,Blunt gaper
MWA,Gaper nei
GEC,Pacific geoduck
PQV,Aldovrandi's panope
JPB,New Zealand geoduck
GEX,
HXD,Common hemidonax
NOQ,Common jingle shell
NPV,Peruvian jingle shell
NLX,
ODQ,Abalone jingle shell
NXX,
BVL,Violet batissa
YMA,Equilateral marsh clam
YMR,Carolina marsh clam
YME,Common geloina
YMX,Broad geloina
YMT,Triangular mash clam
YMI,Inflated marsh clam
YMK,Slender marsh clam
YMB,Bengali geloina
YGX,
VIY,Common Indian marsh clam
CMJ,Japanese corbicula
CMM,Manila clam
CMA,Asian clam
CLF,Freshwater clams nei
FIF,Common basket lucina
FIV,Elegant basket lucina
AKK,Spiny cockle
AKJ,European prickly cockle
KTU,Poorly ribbed cockle
KTS,Sand cockle
KTT,Tuberculate cockle
KTG,Olive green cockle
COC,Common edible cockle
KDO,Costate cockle
KDR,Gaping cockle
KFX,
KCW,Bulow's cockle
KCL,Basket cockle
DKR,Giant atlantic cockle
FVM,Japanese cockle
FVP,Paper cockle
FVX,
YNK,Folded lagoon cockle
LVC,Norwegian egg cockle
LVL,Giant Pacific egg cockle
LVO,Oblong egg cockle
LVV,Common egg cockle
KZX,Egg cockles nei
MDK,Coloured lagoon cockle
TKQ,Consors' cockle
TDX,American prickly cockle
TIQ,Even cockle
TIX,American yellow cockle
TQP,Mexican cockle
TQO,Slender cockle
TQR,Pacific yellow cockle
TQQ,Giant Pacific cockle
YKU,Reddish cockle
YKA,Angulate cockle
YKR,Orbit cockle
YKS,Wrinkled cockle
YWX,
FGR,White strawberry cockle
FGE,Pacific half cockle
FGD,Pacific strawberry cockle
MDQ,Atlantic strawberry cockle
KCC,True heart cockle
GKS,Broad cockle
VKA,Asiatic cockle
VKS,Chinese cockle
QRG,Greenland smoothcockle
COZ,Cockles nei
KDS,Striate beach clam
AFQ,Pipi wedge clam
AKX,
DJC,Corneous wedge clam
CLM,Macha clam
EQT,Yellow wedge clam
EQU,Tuatua wedge clam
EQV,Toheroa wedge clam
EBX,
IMA,Flat tree oyster
IMR,Pacific tree oyster
IOJ,Janus tree oyster
IGH,Saddle tree oyster
IGQ,Wader tree oyster
IMP,Rayed tree oyster
IMX,
TDG,Giant clam
TDD,Smooth giant clam
TDS,Fluted giant clam
DKC,Crocus giant clam
DKX,Elongate giant clam
QQX,Giant clams nei
HIP,Bear paw clam
HJQ,China clam
TNX,Antarctic soft-shell clam
ELV,Truncate lantern clam
ERX,
IML,Spiny file shell
IMV,Common file shell
IMT,Inflated file shell
KTR,Rathbun's giant file shell
AVI,Giant file shell
KTX,Rough lima
LQI,Antarctic airy limopsis
NQE,Toothless lucine
KKO,Atlantic tiger lucine
KKT,Pacific tiger lucine
KKI,Interrupted lucine
KKP,Punctate lucine
KLX,
ULK,Corrugate lucine
EKL,Divergent lucine
LQU,Pale lucina
LQB,Northern lucina
EWQ,Pennsylvania lucine
EWX,
USG,Straight hammer oyster
EQB,White hammer oyster
EQM,Black hammer oyster
LQG,Kerguelen malletia
KTF,Broad ribbed cardita
KDQ,Antique cardita
KDT,Tankerville's cardita
KDB,Twotoned cardita
YCI,Antarctic cardita
KDJ,Ajar cardita
KBX,
BNG,Halfround cardita
EQO,Olive ark
OLQ,Kerguelen nut shell
YDH,Antarctic yoldia
BEQ,White piddock
BQS,Pacific mud piddock
BQD,Dilate piddock
BQM,Manila piddock
BQT,Truncate barnea
YPK,Angel wing
FLK,Pacific coast angel wing
FOO,Oriental angel wing
FOD,Common piddock
FJX,
MJX,Striate martesia
TXP,Talona pholaad
TQF,Brittle pen shell
TQE,Comb pen shell
TQM,Maura pen shell
TQC,Tuberculate pen shell
TQX,Flag pen shell
RNY,Chautard's pen shell
TQY,Pen shells nei
PQB,Noble pen shell
PJQ,Rugose pen shell
IAK,Bicolor pen shell
NAJ,Prickly pen shell
NNW,Rough pen shell
IDX,
GQE,Elongate sunset clam
GQM,Minor sunset clam
GJT,Courtesan sunset clam
GJQ,Squamose sunset clam
GJU,Truncate sunset clam
GJD,Depressed sunset clam
GIF,Faeroe sunset clam
GIX,Sunset clams nei
HXF,Western small false donax
HUQ,Chinese sanguin
UTN,Nuttall's mahogany clam
NUY,Varnish clam
UNU,Operculate sanguin
UJX,
FSV,Pacific asaphis
FWX,
OIF,Diphos sanguin
SRZ,Radiate semele
EMQ,Bark semele
TUW,Chilean semele
XML,Semeles nei
SVT,Constricted tagelus
TGZ,Dombey's tagelus
TEX,Stout tagelus
TEY,Californian tagelus
TLX,Duckbill tagelus
GLW,Adanson's tagelus
GHX,
ZNB,Small short razor
ZNC,Antique razor clam
KUT,Divaricate short razor
UUT,Rasp short razor
UUX,
FRL,Bean solen
DYM,Atlantic thorny oyster
DYD,European thorny oyster
DYJ,Digitate thorny oyster
ONF,Donkey thorny oyster
OUQ,Pacific thorny oyster
OOQ,Ducal thorny oyster
DYB,Bearded thorny oyster
DUL,Butler's thorny oyster
DSJ,Imperial thorny oyster
DSV,Golden thorny oyster
DZX,Thorny oysters nei
MQF,Short macoma
OKC,Constricted macoma
MKD,Grand macoma
MCZ,Bentnose macoma
MKZ,White sand macoma
KMC,Cancellate panope
OVX,
TQI,Fleshy tellin
TQL,Alternate tellin
TQT,Flat tellin
TQS,Cross tellin
TQV,Virgate tellin
TNZ,Lacerate tellin
TLY,Similar red tellin
TFK,Foliated tellin
LLF,Cat's tongue tellin
LLX,Palate tellin
EQJ,Remies tellin
EQC,Rasp tellin
EQN,Timor tellin
EIX,Glossy tellin
LIQ,Beautiful tellin
ENW,Delicate tellin
TXH,Hyaline tellin
TXS,Senegambian tellin
TXT,Thin tellin
TXF,
TWL,Tellins nei
YMH,Saddle grooved macoma
YIY,Paper tellin
YKX,
GTG,Fragile tellin
UCL,Hooked ark
UNA,Windowpane oyster
UNF,Saddle oyster
BCQ,Edible shipworm
YRK,Siamese shipworm
YIU,Undulated false lucine
PKH,False angel wing
PIX,
OBN,Peppery furrow
OMX,Mediterranean awning clam
HQY,Paper thracia
HQN,Pubescent thracia
DRP,Zebra mussel
YIH,Dark falsemussel
YSQ,Santo Domingo falsemussel
EGW,
CLX,"Clams, etc. nei"
EDK,Kochís bottletail squid
EDZ,Southern bottletail squid
EZL,Striped dumpling squid
EJA,Needle cuttlefish
CTC,Common cuttlefish
EJB,African cuttlefish
EJE,Elegant cuttlefish
IAR,Pink cuttlefish
EJN,Andrea cuttlefish
EIP,Giant Australian cuttlefish
EJR,Arabian cuttlefish
EJU,
EJT,Southern cuttlefish
EJG,Slender cuttlefish
EIJ,Shortclub cuttlefish
EJL,Guinean cuttlefish
EJO,
EJK,Golden cuttlefish
EJF,
EIQ,Kobi cuttlefish
EJX,Broadclub cuttlefish
IAL,Longarm cuttlefish
IAO,Spider cuttlefish
EIY,Kisslip cuttlefish
EJD,Madokai's cuttlefish
IAM,Reaper cuttlefish
IAI,
EJY,Frog cuttlefish
IAA,Oman cuttlefish
IAD,
IAT,
IAH,Pharaoh cuttlefish
EJH,Hooded cuttlefish
IAE,Curvespine cuttlefish
IAV,Broadback cuttlefish
EIW,
EJW,
IAN,Trident cuttlefish
CVT,Giant African cuttlefish
IAQ,Magnificent cuttlefish
IEV,Patchwork cuttlefish
IEB,Stumpy cuttlefish
WTB,Bartlett's cuttlefish
WTC,Knifebone cuttlefish
WTE,Ovalbone cuttlefish
WTG,Kenís cuttlefish
WTH,Hedleyís cuttlefish
WSP,Papuan cuttlefish
WTA,Striking cuttlefish
WTK,Small striped cuttlefish
WTQ,Little cuttlefish
WTR,Large striped cuttlefish
WTZ,Rosecone cuttlefish
WTY,Smithís cuttlefish
WTF,Starry cuttlefish
WSU,Grooved cuttlefish
WTV,Viet Nam cuttlefish
WSZ,Vossí cuttlefish
WSW,Whitleyís cuttlefish
WUZ,Zanzibar cuttlefish
WOA,
WON,
WOO,
IAX,Cuttlefishes nei
IAJ,Paintpot cuttlefish
IAZ,Flamboyant cuttlefish
IEJ,Japanese spineless cuttlefish
ILR,Spineless cuttlefish
IEO,Ornate cuttlefish
WTO,Sotty cuttlefish
WRW,Webís cuttlefish
IEX,Sepiella cuttlefishes nei
CTL,"Cuttlefish, bobtail squids nei"
HHP,Odd bobtail squid
HZS,
HZW,Stumpy bobtail squid
IIN,Japanese bobtail squid
ROA,Stout bobtail squid
OJU,Bully bobtail squid
OJP,North Pacific bobtail squid
OJT,Tortuga bobtail squid
OJA,Antilles bobtail squid
OJB,Big-eyed bobtail squid
OJG,Big bottom bobtail squid
UTK,Leucoptera bobtail squid
EMY,Humming-bird bobtail squid
EYQ,Mimika bobtail squid
EYZ,Southern bobtail squid
CTR,Dwarf bobtail squid
IOF,Analogous bobtail squid
IOT,Atlantic bobtail squid
IOU,Golden bobtail squid
IOB,Butterfly bobtail squid
IOI,Intermediate bobtail squid
IOL,Tongue bobtail squid
IOR,Robust bobtail squid
IOE,Steenstrup's bobtail squid
IOZ,Spotty bobtail squid
IOQ,Knobby bobtail squid
IOX,Sepiola bobtail squids nei
OTO,Lentil bobtail squid
ITG,Elegant bobtail squid
ITB,Mysterious bobtail squid
ITW,Common bobtail squid
MQI,Greater shining bobtail squid
IRE,Lesser shining bobtail squid
NEK,Carol bobtail squid
OJY,Little squid
SQP,Patagonian squid
SQO,Opalescent inshore squid
OJH,Mitre squid
SQL,Longfin squid
OJE,Swordtip squid
OGK,Spear squid
OGB,Beka squid
SQR,European squid
OJK,Kobi squid
OJD,Indian squid
CHO,Cape Hope squid
SQF,Veined squid
OJJ,Japanese squid
OJL,Bigeye inshore squid
OJO,Slender inshore squid
OJR,Island inshore squid
OJS,Sao Paulo squid
OJI,Siboga squid
OJM,Surinam squid
SQC,Common squids nei
SUY,
UHU,Southern reef squid
UHL,Bigfin reef squid
UHS,Caribbean reef squid
UHW,Reef squids nei
OUL,European common squid
OUM,Midsize squid
OUK,African squid
OUW,Alloteuthis squids nei
IUB,Western Atlantic brief squid
IUM,Guinean thumbstall squid
IUJ,Panama brief squid
SQT,Thumbstall squids nei
OKD,Dart squid
URB,Bartsch's squid
OJN,Long barrel squid
SQZ,Inshore squids nei
HQI,Glassy flying squid
OFJ,Neon flying squid
OFC,Webbed flying squid
OMM,Flying squids nei
OKA,Atlantic bird squid
OKL,Shiny bird squid
SQI,Northern shortfin squid
SQM,Broadtail shortfin squid
SQA,Argentine shortfin squid
IXO,Sharptail shortfin squid
ILL,Shortfin squids nei
TDQ,Lesser flying squid
GIS,Jumbo flying squid
YMU,Luminous flying squid
SQE,European flying squid
TFP,Antarctic flying squid
SQJ,Japanese flying squid
SQG,Angolan flying squid
QSX,Todarodes flying squids nei
TSQ,Wellington flying squid
NDG,Gould's flying squid
NDH,Hawaiian flying squid
QND,Nototodarus flying squids nei
SQS,Sevenstar flying squid
OFE,Orangeback flying squid
YMO,Purpleback flying squid
OMZ,Ommastrephidae squids nei
SQU,Various squids nei
NHL,Angel squid
YHB,Common clubhook squid
YHJ,Boreal clubhook squid
OIJ,Greater hooked squid
UHK,Smooth hooked squid
UHN,Japanese hooked squid
UHR,Rugose hooked squid
UHB,Robust clubhook squid
UHY,Carribean clubhook squid
UHX,Hooked squids nei
UWV,Whale squid
ICR,
TWM,Atlantic cranch squid
GTH,Armed cranch squid
YUV,Leach's cranch squid
ZTP,Peacock cranch squid
ZBL,Lyre cranch squid
ZEI,Unarmed cranch squid
ZLP,Bigeye cranch squid
ZMK,Large cranch squid
WMG,Melancholy cranch squid
EKH,Antarctic cranch squid
GGQ,Greater argonaut
GFN,Knobby argonaut
GAX,Argonauts nei
TWT,Turquet's octopus
PRD,Antarctic octopuses
LLK,
OKT,
OKE,Gloomy octopus
OKH,Tehuelche octopus
OQC,Big blue octopus
OKJ,Whiparm octopus
OCN,White-spotted octopus
OCC,Common octopus
OTY,Brownstriped octopus
OUJ,Sandbird octopus
OTQ,Caribbean reef octopus
OCQ,Chestnut octopus
OQD,Lilliput longarm octopus
OQF,North Pacific giant octopus
OQU,Marbled octopus
OQL,Globe octopus
OQH,Bumblebee octopus
OQJ,Pygmy octopus
OQB,Lobed octopus
OQY,Mexican four-eyed octopus
OQR,Webfoot octopus
OQI,
OQV,
OQT,Spider octopus
OQN,Moon octopus
OKZ,Atlantic banded octopus
OCW,
OFY,
QDM,
QGU,
OCZ,Octopuses nei
EOI,Horned octopus
EDT,Musky octopus
EDY,Combed octopus
OCM,Horned and musky octopuses
YYA,North Atlantic octopus
YYS,Globose octopus
TLQ,Spiney-horn octopus
BTQ,January octopus
DTS,Dana octopus
EXL,Map octopus
UGU,Unihorn octopus
KTI,Old woman octopus
OCJ,Fourhorn octopus
TWP,Antarctic knobbed octopus
TVG,
EZE,Yellow octopus
EZM,Patagonian giant octopus
DWO,
OGV,
VAZ,
OCT,"Octopuses, etc. nei"
KTP,
KTV,Long-armed squid
HQB,Umbrella squid
HQC,
HQL,Flowervase jewell squid
HQG,Elongate jewell squid
HQS,Reverse jewell squid
FQX,
FTD,Scaled squid
FTB,Coffeebean scaled squid
BJF,Pfeffer's enope squid
YRM,Jewel enope squid
BLK,
BLJ,Verany's enope squid
NKL,Sharpear enope squid
TID,Roundear enope squid
WTS,Sparkling enope squid
YTH,Smallfin gonate squid
YTT,Schoolmaster gonate squid
YTW,Berryteuthis gonate squids nei
GTE,Boreopacific gonate squid
GTK,Mako gonate squid
GTI,Boreoatlantic gonate squid
GTJ,Madokai gonate squid
GTD,Shortarm gonate squid
GTY,
GTP,Atlantic gonate squid
GDW,Gonate squids nei
YHA,Deep-sea squid
BQP,Ornate arm squid
BQR,Common arm squid
BRC,Arm squids nei
OKS,Ruppell's octopus squid
NID,Dana octopus squid
YUR,Diamondback squid
PSG,Glacial squid
LHQ,Antarctic neosquid
UHD,
QBX,Umbrella octopus nei
NUK,Emperor nautilus
NUX,Bellybutton nautilus
RKS,Ram's horn squid
YXS,Toothed-fin squid
CYC,Disc-fin squids nei
TUV,Palmate octopus
YHT,Tuberculate octopus
BUV,
CEP,Cephalopods nei
MOF,Freshwater molluscs nei
MOL,Marine molluscs nei
MSH,Marine shells nei
SSL,Steller sea lion
SEN,Northern fur seal
CSL,California sea lion
ASL,Australian sea lion
NSL,New Zealand sea lion
SEF,South American fur seal
SGF,Guadalupe fur seal
SEK,South African fur seal
SJF,Juan Fernandez fur seal
SGA,Galapagos fur seal
SEA,Antarctic fur seal
SNZ,New Zealand fur seal
SSF,Subantarctic fur seal
SXQ,Fur seals nei
SEL,South American sea lion
WAL,Walrus
SMM,Mediterranean monk seal
SKC,Caribbean monk seal
SMH,Hawaiian monk seal
SNP,Northern elephant seal
SES,Southern elephant seal
SRS,Ross seal
SLP,Leopard seal
SEH,Harp seal
SEC,Harbour seal
SER,Ringed seal
SLR,Ribbon seal
SAC,Caspian seal
SBK,Baikal seal
SST,Larga seal
SLW,Weddell seal
SEB,Bearded seal
SEZ,Hooded seal
SEG,Grey seal
SET,Crabeater seal
SXX,Seals nei
OTS,Sea otter
OTM,Marine otter
BPL,Polar bear
DUG,Dugong
WIM,West Indian manatee
SEW,Amazonian manatee
WAM,West African manatee
GNS,Ganges River dolphin
BHU,Indus River dolphin
BCW,Cuvier's beaked whale
BSW,Sherpherd's beaked whale
BBW,Blainville's beaked whale
BYW,Gray's beaked whale
TGW,Ginkgo-toothed beaked whale
BHW,Hector's beaked whale
BUW,Hubbs' beaked whale
BPW,Pigmy beaked whale
BWW,Sowerby's beaked whale
BGW,Gervais' beaked whale
BTW,True's beaked whale
TSW,Strap-toothed whale
BDW,Andrews' beaked whale
BJW,Stejneger's beaked whale
MEP,Beaked whales nei
BOW,Northern bottlenose whale
SRW,Southern bottlenose whale
BNW,Longman's beaked whale
BAW,Arnoux's beaked whale
BEW,Baird's beaked whale
SPW,Sperm whale
IRD,Irrawaddy dolphin
IDB,Australian snubfin dolphin
FAW,False killer whale
PIW,Long-finned pilot whale
SHW,Short-finned pilot whale
GLO,Pilot whales nei
KPW,Pygmy killer whale
DCO,Common dolphin
DCZ,Long-beaked common dolphin
DRR,Risso's dolphin
MEW,Melon-headed whale
TUC,Tucuxi
TZG,Guyana dolphin
DHA,Atlantic hump-backed dolphin
DHI,Indo-Pac. hump-backed dolphin
RTD,Rough-toothed dolphin
KIW,Killer whale
RNW,Northern right whale dolphin
RSW,Southern right whale dolphin
CMD,Commerson's dolphin
HVD,Heaviside's dolphin
HCD,Hector's dolphin
CHD,Black dolphin
DWP,Pacific white-sided dolphin
DDU,Dusky dolphin
BWD,White-beaked dolphin
DWH,Atlantic white-sided dolphin
HRD,Hourglass dolphin
PLD,Peale's dolphin
DBO,Bottlenose dolphin
DBZ,Indo-Pacif. bottlenose dolphin
FRD,Fraser's dolphin
DPN,Pantropical spotted dolphin
DSI,Spinner dolphin
DST,Striped dolphin
DSA,Atlantic spotted dolphin
DCL,Clymene dolphin
DSP,Spotted dolphins nei
DLP,Dolphins nei
PHR,Harbour porpoise
BRP,Burmeister's porpoise
VAQ,Vaquita
SPP,Spectacled porpoise
PFI,Finless porpoise
PDA,Dall's porpoise
BEL,White whale
NAR,Narwhal
PYW,Pygmy sperm whale
DWW,Dwarf sperm whale
BOT,Boto
BJI,Baiji
FRA,Franciscana
ODN,Toothed whales nei
MIW,Minke whale
BRW,Bryde's whale
SIW,Sei whale
BLW,Blue whale
FIW,Fin whale
BFW,Antarctic minke whale
HUW,Humpback whale
BAE,Balaenoptid whales nei
EUG,Northern right whale
EUA,Southern right whale
EZJ,North Pacific right whale
BMY,Bowhead whale
GRW,Gray whale
CPM,Pygmy right whale
MYS,Baleen whales nei
MAM,Aquatic mammals nei
FOU,
FOV,
FOY,
FRH,Indian green frog
FRM,
FRK,Crab-eating frog
FOP,Indian skipper frog
FOI,Indian rice frog
FGM,Agile frog
FGK,European frog
FGL,
FGI,European green frog
FGT,Common frog
FGC,Greek frog
FOE,
RLG,Red-legged frog
FOK,American bull frog
FGY,Pig frog
FGP,Northern leopard frog
FRQ,River frog
FRG,Frogs
KUO,
YXD,African bull frog
XHY,Dark-spotted frog
XUM,
XUL,African clawed frog
YUC,
YUE,
CVC,Chilean frog
FQC,
GFO,
KBU,Giant spiny-chested frog
ZHB,East Asian bullfrog
FRT,Indus valley bullfrog
FOS,Jerdon's bullfrog
AWD,Chinese giant salamander
DKK,Leatherback turtle
AYK,Common slider
AYW,Diamondback terrapins
TTG,Diamond back terrapins
LKY,Kemp's ridley turtle
LKV,Olive ridley turtle
FBT,Flatback turtle
KEZ,Eastern Pacific green turtle
TUG,Green turtle
TTH,Hawksbill turtle
TTL,Loggerhead turtle
TTS,Chinese softshell turtle
NQH,Wattle-necked softshell turtle
DSB,Malayan softshell turtle
WQA,Florida softshell turtle
WPE,Arrau river turtle
QYH,Chinese stripe-necked turtle
TUL,River and lake turtles nei
TTX,Marine turtles nei
AJK,Stokes' sea snake
EHQ,Beaked sea snake
YDK,Annulated sea snake
LKZ,Short sea snake
MFW,Small-headed sea snake
EPX,Pelagic sea snake
PKX,Viperine sea snake
LKF,Erabu sea snake
IMO,Broad-nosed caiman
IMY,Paraguayan caiman
CAI,Spectacled caiman
AGM,American alligator
GTW,Chinese alligator
CDP,Estuarine crocodile
CDS,Siamese crocodile
CRH,Australian crocodile
CRI,Nile crocodile
CNG,New Guinea crocodile
CMB,Cuban crocodile
CME,Morelet's crocodile
YUU,American crocodile
YUK,Slender-snouted crocodile
YUN,Orinoco crocodile
YUQ,Philippine crocodile
KKU,Mugger crocodile
OSW,African dwarf crocodile
GHF,False gharial
GVG,Gharial
MHW,Black caiman
UCB,Cuvier's Dwarf caiman
UCI,Smooth-fronted caiman
CRO,Crocodiles and alligators nei
PHU,Sooty albatross
PHE,Light-mantled sooty albatross
DAM,Amsterdam Island albatross
DIP,Southern royal albatross
DIX,Wandering albatross
DIW,Gibson's albatross
DIQ,Northern royal albatross
DQS,Antipodean albatross
DBN,Tristan albatross
DIZ,Laysan albatross
DKN,Black-footed albatross
DPK,Waved albatross
DAQ,Short-tailed albatross
TQH,Indian yellow-nosed albatross
TQW,Campbell albatross
DIM,Black-browed albatross
DIB,Buller's albatross
DCU,Shy albatross
DCR,Atlant. yellow-nosed albatross
DIC,Grey-headed albatross
DER,Chatham Islands albatross
DKS,Salvin's albatross
TWD,White-capped albatross
ALZ,Albatrosses nei
PFC,Flesh-footed shearwater
PUC,Pink-footed shearwater
PUG,Great shearwater
PFG,Sooty shearwater
PFT,Short-tailed shearwater
PFJ,Fluttering shearwater
PFQ,Huttons shearwater
PFZ,Wedge-tailed shearwater
UIL,Audubon's shearwater
UIM,Balearic shearwater
UIP,Manx shearwater
UYE,Yelkouan shearwater
PQW,Shearwaters nei
PRO,White-chinned petrel
PCI,Grey petrel
PRK,Parkinson's petrel
PCW,Westland petrel
PCN,Spectacled petrel
PTZ,Petrels nei
PDM,Great-winged petrel
PVB,Kerguelen petrel
PWL,White-headed petrel
PWU,White-necked petrel
PWA,Gould's Petrel
PWO,Providence petrel
PVH,Mottled petrel
PJZ,Trindade petrel
HJW,Bermuda petrel
HWS,Black-capped petrel
TAA,Antarctic petrel
MAI,Antarctic giant petrel
MAH,Hall's giant petrel
MBX,Giant petrels nei
FUG,Southern fulmar
FNO,Northern fulmar
